team,association,variable,Unit,Date,Value
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M4,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M5,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M7,2
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M8,2
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M9,5
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M10,5
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M11,5
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M12,5
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M1,5
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M2,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M3,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M4,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M5,5
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M6,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M7,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M8,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M9,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M10,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M11,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M12,5
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M1,5
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M2,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M3,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M4,5
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M5,5
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M6,5
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M7,11
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M8,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M9,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M10,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M11,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M12,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M1,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M2,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M3,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M4,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M5,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M6,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M7,2
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M8,2
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M9,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M10,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M11,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M12,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M1,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M2,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M3,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M4,8
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M5,9
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M7,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M8,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M9,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M10,4
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M11,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M12,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M1,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M2,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M3,1
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M4,2
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M5,3
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M6,5
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M7,2
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M8,2
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M9,2
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M10,1
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M11,1
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M12,1
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M1,1
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M2,1
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M3,1
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M4,1
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M5,1
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M6,1
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M7,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M8,7
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M9,7
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M10,7
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M11,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M12,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M1,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M2,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M3,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M4,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M5,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M6,7
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M7,8
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M8,8
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M9,8
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M10,6
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M11,8
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M12,8
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M2,8
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M3,9
Argentina,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M4,7
